vendor_id,vendor_name,on_time_delivery,quality_rating,defect_rate,response_time,cost_efficiency,compliance_score,customer_satisfaction,delivery_delay_days
843,Vendor_843,51,2.87,9.96,33,5.43,78,3.43,5
844,Vendor_844,60,3.82,0.59,33,8.17,61,1.34,5
845,Vendor_845,88,3.12,0.03,19,3.09,71,3.57,1
846,Vendor_846,87,3.69,6.4,3,3.03,76,4.05,1
847,Vendor_847,83,3.49,2.98,10,5.96,69,3.34,1
848,Vendor_848,87,3.87,2.4,40,5.71,93,2.06,9
849,Vendor_849,99,4.37,3.12,47,3.54,65,1.13,0
850,Vendor_850,83,4.29,2.56,42,3.68,67,1.48,4
851,Vendor_851,67,3.8,0.31,1,3.5,70,3.49,7
852,Vendor_852,79,4.56,9.72,29,7.94,71,4.74,1
853,Vendor_853,64,3.58,2.21,34,6.87,68,1.83,4
854,Vendor_854,76,4.74,7.34,13,8.49,61,3.94,7
855,Vendor_855,83,2.68,7.63,1,9.78,67,4.47,9
856,Vendor_856,87,4.89,9.29,34,5.27,70,3.08,4
857,Vendor_857,82,4.14,0.31,29,1.6,95,3.68,1
858,Vendor_858,73,3.45,8.72,47,1.43,69,4.26,2
859,Vendor_859,64,2.99,5.27,13,3.66,80,2.04,5
860,Vendor_860,79,3.7,6.33,29,9.39,79,2.19,4
861,Vendor_861,91,2.99,6.44,39,5.71,67,1.0,3
862,Vendor_862,66,2.92,8.2,24,3.45,95,4.85,3
863,Vendor_863,54,4.04,3.33,26,4.59,88,4.67,4
864,Vendor_864,78,3.81,7.33,17,6.39,71,4.06,1
865,Vendor_865,53,4.18,5.29,7,6.88,73,1.32,8
866,Vendor_866,59,4.82,7.93,13,2.39,80,2.79,1
867,Vendor_867,66,3.83,9.91,5,9.79,81,1.41,9
868,Vendor_868,59,3.95,2.01,26,5.9,80,1.06,1
869,Vendor_869,66,2.72,9.95,3,2.22,89,3.46,9
870,Vendor_870,69,4.29,0.9,7,9.04,98,4.84,8
871,Vendor_871,73,3.5,0.02,39,1.67,79,4.61,2
872,Vendor_872,54,4.94,0.44,1,9.17,83,3.79,9
873,Vendor_873,83,4.56,3.42,17,9.97,82,1.39,6
874,Vendor_874,55,3.81,6.33,43,7.3,66,2.1,3
875,Vendor_875,51,2.81,0.69,25,7.93,68,2.28,5
876,Vendor_876,62,4.65,0.06,3,4.04,60,4.05,3
877,Vendor_877,92,4.5,9.37,15,9.47,85,4.21,9
878,Vendor_878,92,2.96,8.22,29,5.77,97,2.54,6
879,Vendor_879,97,3.24,8.09,43,7.59,97,2.67,0
880,Vendor_880,60,4.48,8.84,32,9.32,81,1.18,2
881,Vendor_881,96,2.96,7.0,26,9.78,69,2.16,2
882,Vendor_882,72,4.79,1.04,16,8.5,65,2.81,0
883,Vendor_883,65,3.56,3.99,25,3.73,76,1.47,5
884,Vendor_884,80,2.72,7.23,28,9.7,97,2.81,8
885,Vendor_885,60,4.54,2.8,9,6.65,83,4.41,7
886,Vendor_886,65,3.43,6.87,1,9.38,69,3.33,6
887,Vendor_887,57,3.82,0.24,29,7.08,67,1.32,9
888,Vendor_888,53,2.78,3.06,22,3.77,80,1.77,7
889,Vendor_889,89,2.51,5.49,16,4.33,65,2.9,5
890,Vendor_890,53,4.09,6.32,41,5.95,80,2.45,8
891,Vendor_891,74,3.79,5.77,44,8.11,98,2.43,2
892,Vendor_892,52,3.98,6.98,41,3.86,83,3.12,9
893,Vendor_893,81,4.48,0.06,7,6.22,92,3.34,9
894,Vendor_894,52,4.12,1.01,14,4.11,77,4.19,8
895,Vendor_895,76,2.94,8.69,29,8.34,87,2.36,3
896,Vendor_896,78,3.4,6.82,19,5.2,91,4.22,6
897,Vendor_897,81,4.76,1.13,19,1.69,71,2.35,8
898,Vendor_898,99,4.42,8.42,2,2.49,86,1.22,1
899,Vendor_899,68,3.89,2.42,41,1.55,69,3.22,1
900,Vendor_900,70,3.14,4.78,45,5.49,91,3.35,8
901,Vendor_901,54,3.26,1.45,15,1.96,85,4.74,2
902,Vendor_902,67,4.33,7.1,3,2.03,84,3.9,8
903,Vendor_903,77,4.63,6.67,11,9.47,70,4.67,4
904,Vendor_904,91,4.18,2.11,46,8.85,82,4.63,5
905,Vendor_905,71,4.52,8.63,30,5.07,93,3.42,1
906,Vendor_906,70,4.42,4.01,40,9.87,99,3.11,7
907,Vendor_907,55,2.87,2.93,18,1.0,82,3.23,8
908,Vendor_908,50,3.56,1.52,2,6.53,88,4.91,1
909,Vendor_909,54,2.88,2.66,32,6.55,90,4.09,5
910,Vendor_910,90,3.09,0.22,8,5.12,66,1.43,5
911,Vendor_911,61,4.67,5.83,22,4.57,99,4.11,7
912,Vendor_912,75,3.68,8.42,6,5.1,92,1.68,9
913,Vendor_913,95,3.84,5.49,12,4.73,80,2.79,4
914,Vendor_914,83,2.95,2.19,47,7.57,61,1.84,8
915,Vendor_915,98,3.28,0.34,40,2.22,77,3.76,0
916,Vendor_916,63,3.08,2.15,36,2.78,92,4.51,8
917,Vendor_917,75,3.02,4.16,15,2.62,96,2.16,9
918,Vendor_918,94,4.09,7.6,28,3.36,93,1.33,6
919,Vendor_919,76,3.14,1.88,45,5.73,79,2.19,3
920,Vendor_920,58,4.08,7.2,18,2.0,94,3.69,2
921,Vendor_921,75,2.65,8.67,2,8.81,77,2.32,9
922,Vendor_922,96,2.85,4.54,13,3.68,83,2.11,5
923,Vendor_923,71,3.19,8.21,45,2.46,67,1.74,0
924,Vendor_924,96,3.99,5.55,15,7.08,89,2.99,2
925,Vendor_925,79,4.19,6.37,20,1.34,69,2.1,1
926,Vendor_926,92,3.61,5.26,29,6.58,82,3.92,8
927,Vendor_927,97,3.61,4.63,42,7.28,70,1.31,2
928,Vendor_928,66,4.31,2.35,29,2.93,61,3.66,1
929,Vendor_929,75,2.54,3.03,3,1.38,85,1.95,3
930,Vendor_930,85,3.35,2.9,19,4.27,95,2.96,1
931,Vendor_931,50,4.55,5.63,3,1.89,92,2.14,0
932,Vendor_932,57,4.01,1.2,14,2.05,72,3.89,5
933,Vendor_933,98,3.34,9.17,40,3.29,99,4.78,9
934,Vendor_934,84,4.76,7.21,4,3.66,84,4.67,7
935,Vendor_935,64,4.43,4.01,11,5.77,63,3.33,9
936,Vendor_936,96,3.16,1.59,31,7.11,78,2.85,9
937,Vendor_937,71,4.11,8.82,43,6.33,77,4.27,1
938,Vendor_938,63,3.99,8.24,32,2.34,96,3.73,8
939,Vendor_939,75,3.5,7.22,27,2.55,89,1.73,2
940,Vendor_940,77,3.42,2.72,30,8.91,78,4.28,7
941,Vendor_941,72,3.36,4.02,43,6.03,82,2.72,7
942,Vendor_942,63,4.04,1.03,2,8.83,75,1.76,2
943,Vendor_943,73,3.61,1.89,9,4.34,60,2.13,2
944,Vendor_944,51,4.58,7.83,28,6.53,71,2.07,5
945,Vendor_945,94,4.17,7.15,31,5.71,83,3.08,0
946,Vendor_946,75,2.67,5.93,34,3.87,93,1.94,3
947,Vendor_947,63,4.1,8.96,15,5.23,67,1.49,0
948,Vendor_948,56,3.18,5.83,25,5.52,77,1.49,2
949,Vendor_949,52,3.98,4.67,36,2.81,64,3.33,8
950,Vendor_950,96,4.2,3.4,8,3.84,85,3.94,4
951,Vendor_951,72,3.08,9.4,9,8.12,89,2.29,4
952,Vendor_952,95,3.64,0.83,37,9.24,72,1.14,3
953,Vendor_953,92,2.98,9.31,45,4.24,78,1.51,2
954,Vendor_954,96,2.63,8.27,39,3.76,88,4.66,4
955,Vendor_955,94,3.45,1.3,32,2.76,62,2.97,3
956,Vendor_956,67,3.41,5.65,17,7.11,85,2.81,7
957,Vendor_957,87,4.99,8.67,35,3.91,99,1.15,3
958,Vendor_958,84,3.62,5.72,37,9.89,71,3.91,7
959,Vendor_959,64,3.33,9.07,19,3.93,61,3.11,5
960,Vendor_960,74,3.95,9.43,44,4.55,70,1.81,4
961,Vendor_961,86,2.72,4.22,29,6.43,87,1.44,3
962,Vendor_962,77,4.9,3.77,7,8.22,77,2.53,3
963,Vendor_963,59,4.09,9.36,28,5.23,72,4.35,3
964,Vendor_964,88,4.39,6.75,9,4.8,96,4.46,8
965,Vendor_965,66,2.93,1.16,28,9.96,81,3.41,3
966,Vendor_966,88,3.52,0.42,6,1.09,71,3.91,8
967,Vendor_967,71,3.56,5.65,29,9.06,61,1.46,9
968,Vendor_968,75,4.55,9.3,17,2.34,96,3.35,5
969,Vendor_969,93,2.5,8.44,16,8.07,66,3.67,9
970,Vendor_970,74,3.25,6.76,23,6.56,85,1.8,6
971,Vendor_971,66,4.95,1.39,31,4.08,85,4.52,9
972,Vendor_972,62,3.69,2.54,3,8.86,83,1.78,2
973,Vendor_973,69,3.46,8.76,21,1.12,71,2.25,7
974,Vendor_974,74,2.8,1.83,26,3.04,75,3.48,2
975,Vendor_975,53,4.94,2.78,36,6.1,82,3.55,0
976,Vendor_976,59,2.55,1.3,42,4.16,99,3.8,9
977,Vendor_977,52,4.34,6.76,37,6.49,68,1.45,4
978,Vendor_978,90,4.42,9.44,22,1.22,91,4.4,1
979,Vendor_979,94,3.11,2.69,42,2.05,74,3.13,9
980,Vendor_980,67,4.18,4.75,12,2.14,96,2.89,5
981,Vendor_981,96,2.73,6.34,42,2.7,72,4.92,9
982,Vendor_982,85,3.14,9.99,13,5.13,64,3.96,8
983,Vendor_983,96,4.47,1.05,11,7.77,70,1.47,0
984,Vendor_984,71,4.66,4.99,16,9.15,69,4.03,3
985,Vendor_985,83,4.02,3.85,8,8.52,72,1.38,0
986,Vendor_986,96,3.77,8.66,40,2.77,74,1.11,0
987,Vendor_987,57,2.9,4.76,40,4.97,66,2.61,7
988,Vendor_988,89,2.66,1.11,45,2.79,99,4.97,1
989,Vendor_989,98,2.79,6.34,2,3.38,87,1.7,0
990,Vendor_990,93,3.07,7.71,30,5.53,91,3.69,7
991,Vendor_991,68,3.35,0.03,30,1.61,94,1.69,3
992,Vendor_992,91,3.45,8.59,12,2.96,74,3.9,2
993,Vendor_993,90,3.37,1.86,10,9.42,95,3.02,3
994,Vendor_994,86,3.1,5.52,44,5.2,80,3.72,4
995,Vendor_995,55,3.77,4.16,11,5.01,65,1.81,0
996,Vendor_996,75,4.56,7.2,15,1.13,60,3.98,0
997,Vendor_997,83,3.2,3.71,16,3.23,63,4.98,2
998,Vendor_998,94,4.86,8.7,17,8.8,70,3.66,5
999,Vendor_999,55,4.68,7.3,26,2.48,85,2.97,0
1000,Vendor_1000,86,2.9,6.48,2,4.74,96,4.69,1
